question_id,question,options,rationale,correct,source,s3_output_context,s3_output_Q,s3_output_choices,s3_conditions,s4_prg_encode_context_0,s4_prg_encode_Q_0,s4_prg_encode_choices_0,s4_prg_encode_context_20,s4_prg_encode_Q_20,s4_prg_encode_choices_20,s4_prg_encode_context_40,s4_prg_encode_Q_40,s4_prg_encode_choices_40,s4_prg_encode_context_60,s4_prg_encode_Q_60,s4_prg_encode_choices_60,s4_prg_encode_context_80,s4_prg_encode_Q_80,s4_prg_encode_choices_80
16288,"An average age of A, B and C is 45. If the averageage of A and B be 40 and that of B and C be 43, then the weight of B is","['25', '29', '31', '35', '36']","Let A, B, C represent their respective age's. Then, we have:
A + B + C = (45 x 3) = 135 .... (i)
A + B = (40 x 2) = 80 .... (ii)
B + C = (43 x 2) = 86 ....(iii)
Adding (ii) and (iii), we get: A + 2B + C = 166 .... (iv)
Subtracting (i) from (iv), we get : B = 31.
B's age= 31
C",2,train.json,"Let A, B, C represent their respective age's. Then, we have:
A + B + C = (45 x 3) = 135 .... (i)
A + B = (40 x 2) = 80 .... (ii)
B + C = (43 x 2) = 86 ....(iii)
Adding (ii) and (iii), we get: A + 2B + C = 166 .... (iv)
Subtracting (i) from (iv), we get : B = 31.
B's age= 31
C","An average age of A, B and C is 45. If the averageage of A and B be 40 and that of B and C be 43, then the weight of B is","['25', '29', '31', '35', '36']",,,"An average age of A, B and C is 45. If the averageage of A and B be 40 and that of B and C be 43, then the weight of B is","['25', '29', '31', '35', '36']",,"An <r002> age of A, B and C is 45. If the <r002>age of A and B be 40 and that of B and C be 43, then the weight of B is","['25', '29', '31', '35', '36']",,"An <r002> age of A, B and C is 45. If the <r002>age of A and B be 40 and that of B and C be 43, <r004> the weight of B is","['25', '29', '31', '35', '36']",,"An <r002> age of A, B and C is 45. If the <r002>age of A and B be 40 and that of B and C be 43, <r004> the <r005> of B is","['25', '29', '31', '35', '36']",,"An <r002> age of A, B and C is 45. If the <r002>age of A and B be 40 and that of B and C be 43, <r004> the <r005> of B is","['25', '29', '31', '35', '36']"
2271,"The population of a bacteria colony doubles every day. If it was started 9 days ago with 2 bacteria and each bacteria lives for 11 days, how large is the colony today?","['512', '768', '4096', '2048', '1024']","9 days ago- 2
8 days ago- 4
7 days ago- 8
6 days ago- 16
5 days ago- 32
4 days ago- 64
3 days ago- 128
2 days ago- 256
Yesterday- 512
Today- 1024
Ans:E",4,train.json,"9 days ago- 2
8 days ago- 4
7 days ago- 8
6 days ago- 16
5 days ago- 32
4 days ago- 64
3 days ago- 128
2 days ago- 256
Yesterday- 512
Today- 1024
Ans:E","The population of a bacteria colony doubles every day. If it was started 9 days ago with 2 bacteria and each bacteria lives for 11 days, how large is the colony today?","['512', '768', '4096', '2048', '1024']",,,"The population of a bacteria colony doubles every day. If it was started 9 days ago with 2 bacteria and each bacteria lives for 11 days, how large is the colony today?","['512', '768', '4096', '2048', '1024']",,"The population of a <r001> colony doubles every day. If it was started 9 days ago with 2 <r001> and each <r001> <r006> for 11 days, how large is the colony today?","['512', '768', '4096', '2048', '1024']",,"The population of a bacteria colony <r004> every day. If it was started 9 days ago with 2 bacteria and each bacteria <r006> for 11 days, how <r005> is the colony today?","['512', '768', '4096', '2048', '1024']",,"The <r007> of a <r001> <r002> <r004> every <r003>. If it was started 9 <r003>s ago with 2 <r001> and each <r001> lives for 11 <r003>s, how large is the <r002> to<r003>?","['512', '768', '4096', '2048', '1024']",,"The <r007> of a <r001> <r002> <r004> every <r003>. If it was <r008> 9 <r003>s ago with 2 <r001> and each <r001> lives for 11 <r003>s, how large is the <r002> to<r003>?","['512', '768', '4096', '2048', '1024']"
68521,The average of first 9 prime numbers is?,"['10.11', '11.11', '12.11', '13.11', '14.11']","Sum of 10 prime no. = 100
Average = 100/9 = 11.11
ANSWER:B",1,train.json,"Sum of 10 prime no. = 100
Average = 100/9 = 11.11
ANSWER:B",The average of first 9 prime numbers is?,"['10.11', '11.11', '12.11', '13.11', '14.11']",,,The average of first 9 prime numbers is?,"['10.11', '11.11', '12.11', '13.11', '14.11']",,The <r001> of first 9 prime numbers is?,"['10.11', '11.11', '12.11', '13.11', '14.11']",,The average of first 9 prime <r002> is?,"['10.11', '11.11', '12.11', '13.11', '14.11']",,The <r001> of first 9 <r003> numbers is?,"['10.11', '11.11', '12.11', '13.11', '14.11']",,The <r001> of first 9 <r003> numbers is?,"['10.11', '11.11', '12.11', '13.11', '14.11']"
27660,"In how many years, Rs. 150 will produce the same interest at 6% as Rs. 400 produce in 2 years at 4½% ?","['4 years', '6 years', '8 years', '9 years', '12 years']","Explanation :
Let Simple Interest for Rs.150 at 6% for n years = Simple Interest for Rs.400 at 4½ % for 2 years
150×6×n/100=400×9/2×2/100
150×6×n=400×9/2×2
150×6×n=400×9
n=4 years
Answer : Option A",0,train.json,"Explanation :
Let Simple Interest for Rs.150 at 6% for n years = Simple Interest for Rs.400 at 4½ % for 2 years
150×6×n/100=400×9/2×2/100
150×6×n=400×9/2×2
150×6×n=400×9
n=4 years
Answer : Option A","In how many years, Rs. 150 will produce the same interest at 6% as Rs. 400 produce in 2 years at 4½% ?","['4 years', '6 years', '8 years', '9 years', '12 years']",,,"In how many years, Rs. 150 will produce the same interest at 6% as Rs. 400 produce in 2 years at 4½% ?","['4 years', '6 years', '8 years', '9 years', '12 years']",,"In how many <r006>, Rs. 150 will produce the same interest at 6% as Rs. 400 produce in 2 <r006> at 4½% ?","['4 years', '6 years', '8 years', '9 years', '12 years']",,"In how <r003> years, Rs. 150 will <r004> the same interest at 6% as Rs. 400 <r004> in 2 years at 4½% ?","['4 years', '6 years', '8 years', '9 years', '12 years']",,"In how <r003> <r006>, Rs. 150 will produce the <r005> <r002> at 6% as Rs. 400 produce in 2 <r006> at 4½% ?","['4 years', '6 years', '8 years', '9 years', '12 years']",,"In how <r003> years, <r001>. 150 will <r004> the <r005> <r002> at 6% as <r001>. 400 <r004> in 2 years at 4½% ?","['4 years', '6 years', '8 years', '9 years', '12 years']"
70084,"The population of a bacteria colony doubles every day. If it was started 9 days ago with 2 bacteria and each bacteria lives for 13 days, how large is the colony today?","['512', '1024', '768', '2048', '4096']","9 days ago- 2
8 days ago- 4
7 days ago- 8
6 days ago- 16
5 days ago- 32
4 days ago- 64
3 days ago- 128
2 days ago- 256
Yesterday- 512
Today- 1024
Ans:B",1,train.json,"9 days ago- 2
8 days ago- 4
7 days ago- 8
6 days ago- 16
5 days ago- 32
4 days ago- 64
3 days ago- 128
2 days ago- 256
Yesterday- 512
Today- 1024
Ans:B","The population of a bacteria colony doubles every day. If it was started 9 days ago with 2 bacteria and each bacteria lives for 13 days, how large is the colony today?","['512', '1024', '768', '2048', '4096']",,,"The population of a bacteria colony doubles every day. If it was started 9 days ago with 2 bacteria and each bacteria lives for 13 days, how large is the colony today?","['512', '1024', '768', '2048', '4096']",,"The population of a bacteria colony <r004> every day. If it was started 9 days ago with 2 bacteria and each bacteria lives for 13 days, how <r005> is the colony today?","['512', '1024', '768', '2048', '4096']",,"The population of a bacteria colony <r004> every <r003>. If it was <r008> 9 <r003>s ago with 2 bacteria and each bacteria lives for 13 <r003>s, how large is the colony to<r003>?","['512', '1024', '768', '2048', '4096']",,"The <r007> of a <r001> <r002> doubles every day. If it was <r008> 9 days ago with 2 <r001> and each <r001> <r006> for 13 days, how large is the <r002> today?","['512', '1024', '768', '2048', '4096']",,"The <r007> of a <r001> <r002> <r004> every day. If it was <r008> 9 days ago with 2 <r001> and each <r001> lives for 13 days, how <r005> is the <r002> today?","['512', '1024', '768', '2048', '4096']"
154,The steamer going upstream would cover the distance between Town A and Town B in 5 hours. The same steamer going downstream would cover the distance between the towns in 3 hours. How long would it take a raft moving at the speed of the current to float from B to A?,"['10 hours', '12 hours', '15 hours', '18 hours', '20 hours']","Let D be the distance, let V be the speed of the steamer, and let x be the speed of the current.
D / (V+x) = 3
D / (V-x) = 5
3V+3x = 5V-5x
V = 4x
D / (4x+x) = 3
D/x = 15 hours
The answer is C.",2,dev.json,"Let D be the distance, let V be the speed of the steamer, and let x be the speed of the current.
D / (V+x) = 3
D / (V-x) = 5
3V+3x = 5V-5x
V = 4x
D / (4x+x) = 3
D/x = 15 hours
The answer is C.",The steamer going upstream would cover the distance between Town A and Town B in 5 hours. The same steamer going downstream would cover the distance between the towns in 3 hours. How long would it take a raft moving at the speed of the current to float from B to A?,"['10 hours', '12 hours', '15 hours', '18 hours', '20 hours']",,,The steamer going upstream would cover the distance between Town A and Town B in 5 hours. The same steamer going downstream would cover the distance between the towns in 3 hours. How long would it take a raft moving at the speed of the current to float from B to A?,"['10 hours', '12 hours', '15 hours', '18 hours', '20 hours']",,The <r015> going upstream would cover the distance between Town A and Town B in 5 hours. The same <r015> going downstream would cover the distance between the <r017> in 3 hours. How long would it take a <r012> moving at the speed of the current to <r008> from B to A?,"['10 hours', '12 hours', '15 hours', '18 hours', '20 hours']",,The <r015> going upstream would cover the <r006> between Town A and Town B in 5 hours. The <r013> <r015> going <r007> would cover the <r006> between the <r017> in 3 hours. How long would it take a raft <r011> at the <r014> of the current to float from B to A?,"['10 hours', '12 hours', '15 hours', '18 hours', '20 hours']",,The <r015> going <r018> would cover the <r006> between Town A and Town B in 5 hours. The <r013> <r015> going <r007> would cover the <r006> between the towns in <r001>. How <r010> would it <r016> a raft moving at the <r014> of the <r005> to <r008> from B to A?,"['10 hours', '12 hours', '15 hours', '18 hours', '20 hours']",,The <r015> <r009> <r018> would cover the <r006> between <r003> in <r002>. The <r013> <r015> <r009> <r007> would cover the <r006> between the towns in 3 hours. How <r010> would it <r016> a <r012> moving at the <r014> of the <r005> to <r008> from B to A?,"['10 hours', '12 hours', '15 hours', '18 hours', '20 hours']"
4650,"John buys a bike for Rs. 4700 and spends Rs. 800 on its repairs. If he sells the scooter for Rs. 5800, what is his gain percent?","['5 5/9%', '5 5/11%', '6%', '6 6/11%', '6 7/13%']","Cost Price (C.P.) = Rs. (4700 + 800) = Rs. 5500.
Selling Price (S.P.) = Rs. 5800.
Gain = (S.P.) - (C.P.) = Rs.(5800 - 5500) = Rs. 300.
Gain % = 300	x 100	%	= 5 5/11%
5500
Answer B",1,train.json,"Cost Price (C.P.) = Rs. (4700 + 800) = Rs. 5500.
Selling Price (S.P.) = Rs. 5800.
Gain = (S.P.) - (C.P.) = Rs.(5800 - 5500) = Rs. 300.
Gain % = 300	x 100	%	= 5 5/11%
5500
Answer B","John buys a bike for Rs. 4700 and spends Rs. 800 on its repairs. If he sells the scooter for Rs. 5800, what is his gain percent?","['5 5/9%', '5 5/11%', '6%', '6 6/11%', '6 7/13%']",,,"John buys a bike for Rs. 4700 and spends Rs. 800 on its repairs. If he sells the scooter for Rs. 5800, what is his gain percent?","['5 5/9%', '5 5/11%', '6%', '6 6/11%', '6 7/13%']",,"John buys a bike for <r007>. 4700 and spends <r007>. 800 on its repairs. If he sells the <r009> for <r007>. 5800, what is his gain percent?","['5 5/9%', '5 5/11%', '6%', '6 6/11%', '6 7/13%']",,"John <r004> a bike for <r007>. 4700 and spends <r007>. 800 on its <r008>. If he <r010> the scooter for <r007>. 5800, what is his gain percent?","['5 5/9%', '5 5/11%', '6%', '6 6/11%', '6 7/13%']",,"John <r004> a <r003> for <r007>. 4700 and spends <r007>. 800 on its repairs. If he <r010> the <r009> for <r007>. 5800, what is his <r005> <r006>?","['5 5/9%', '5 5/11%', '6%', '6 6/11%', '6 7/13%']",,"<r001> <r004> a bike for <r007>. 4700 and <r011> <r007>. 800 on its <r008>. If he <r010> the <r009> for <r007>. 5800, what is his gain <r006>?","['5 5/9%', '5 5/11%', '6%', '6 6/11%', '6 7/13%']"
21387,What percent of selling price would be 34% of cost price if gross profit is 26% of the selling price?,"['17.16', '74.0', '25.16', '88.4', 'None of these']","Let the selling price of the article be 100.
∴ Profit = 26
∴ Cost price of the article = 100 – 26 = 74
∴ Reqd.% = 34×74/100=25.16%
Answer C",2,train.json,"Let the selling price of the article be 100.
∴ Profit = 26
∴ Cost price of the article = 100 – 26 = 74
∴ Reqd.% = 34×74/100=25.16%
Answer C",What percent of selling price would be 34% of cost price if gross profit is 26% of the selling price?,"['17.16', '74.0', '25.16', '88.4', 'None of these']",,,What percent of selling price would be 34% of cost price if gross profit is 26% of the selling price?,"['17.16', '74.0', '25.16', '88.4', 'None of these']",,What percent of selling price would be 34% of cost price if gross <r005> is 26% of the selling price?,"['17.16', '74.0', '25.16', '88.4', 'None of these']",,What <r003> of selling price would be 34% of cost price if gross <r005> is 26% of the selling price?,"['17.16', '74.0', '25.16', '88.4', 'None of these']",,What <r003> of <r006> price would be 34% of <r001> price if gross <r005> is 26% of the <r006> price?,"['17.16', '74.0', '25.16', '88.4', 'None of these']",,What <r003> of <r006> <r004> would be 34% of cost <r004> if <r002> <r005> is 26% of the <r006> <r004>?,"['17.16', '74.0', '25.16', '88.4', 'None of these']"
69205,"John.s car dealership contains m cars, 20% of which are minivans and 80% are sedans. Kevin's car dealership contains n cars, 40% of which are minivans are 60% are trucks. Larry's car dealership contains p cars, 50% of which are minivans and 50% of which are convertibles. If 25% of the m + n + p cars contained at the three dealerships are minivans, what is m in terms of n and p?","['n + 3p', '3n + 5p', '4n + 5p', '(n+5p)/2', '(4n+5p)/3']","For this question algebraic ways is the easiest: 0.2m+0.4n+0.5p=0.25(m+n+p)--> m=3n+5p
Answer: B.",1,train.json,"For this question algebraic ways is the easiest: 0.2m+0.4n+0.5p=0.25(m+n+p)--> m=3n+5p
Answer: B.","John.s car dealership contains m cars, 20% of which are minivans and 80% are sedans. Kevin's car dealership contains n cars, 40% of which are minivans are 60% are trucks. Larry's car dealership contains p cars, 50% of which are minivans and 50% of which are convertibles. If 25% of the m + n + p cars contained at the three dealerships are minivans, what is m in terms of n and p?","['n + 3p', '3n + 5p', '4n + 5p', '(n+5p)/2', '(4n+5p)/3']",,,"John.s car dealership contains m cars, 20% of which are minivans and 80% are sedans. Kevin's car dealership contains n cars, 40% of which are minivans are 60% are trucks. Larry's car dealership contains p cars, 50% of which are minivans and 50% of which are convertibles. If 25% of the m + n + p cars contained at the three dealerships are minivans, what is m in terms of n and p?","['n + 3p', '3n + 5p', '4n + 5p', '(n+5p)/2', '(4n+5p)/3']",,"John.s car dealership contains m cars, 20% of which are minivans and 80% are sedans. Kevin's car dealership contains n cars, 40% of which are minivans are 60% are trucks. Larry's car dealership contains p cars, 50% of which are minivans and 50% of which are <r005>. If 25% of the m + n + p cars contained at the three dealerships are minivans, what is m in terms of <r008>?","['n + 3p', '3n + 5p', '4n + 5p', '(n+5p)/2', '(4n+5p)/3']",,"John.s car dealership <r004> m cars, 20% of which are minivans and 80% are <r009>. Kevin's car dealership <r004> n cars, 40% of which are minivans are 60% are <r011>. Larry's car dealership <r004> p cars, 50% of which are minivans and 50% of which are convertibles. If 25% of the m + n + p cars <r004> at the three dealerships are minivans, what is m in terms of <r008>?","['n + 3p', '3n + 5p', '4n + 5p', '(n+5p)/2', '(4n+5p)/3']",,"John.s <r003> dealership <r004> m <r003>s, 20% of which are <r007> and 80% are <r009>. Kevin's <r003> dealership <r004> n <r003>s, 40% of which are <r007> are 60% are <r011>. <r002>'s <r003> dealership <r004> p <r003>s, 50% of which are <r007> and 50% of which are <r005>. If 25% of the m + n + p <r003>s <r004> at the three dealerships are <r007>, what is m in terms of n and p?","['n + 3p', '3n + 5p', '4n + 5p', '(n+5p)/2', '(4n+5p)/3']",,"John.s <r003> <r006> contains m <r003>s, 20% of which are <r007> and 80% are <r009>. <r001>'s <r003> <r006> contains n <r003>s, 40% of which are <r007> are 60% are <r011>. Larry's <r003> <r006> contains p <r003>s, 50% of which are <r007> and 50% of which are <r005>. If 25% of the m + n + p <r003>s contained at the three <r006>s are <r007>, what is m in <r010> of <r008>?","['n + 3p', '3n + 5p', '4n + 5p', '(n+5p)/2', '(4n+5p)/3']"
74795,"As a treat for her two children, a mother runs to the freezer in which she has three cherry ice pops, four orange ice pops, and five lemon ice pops. She chooses two at random to bring outside to the children, but realizes as she runs out the door that she cannot bring them different flavors without one being jealous of the other and getting even more upset. What is the probability that she has to return to the freezer to make sure that they each receive the same flavor?","['7/22', '17/33', '27/44', '37/55', '47/66']","P(2 cherry) = 3/12 * 2/11 = 6/132
P(2 orange) = 4/12 * 3/11 = 12/132
P(2 lemon) = 5/12 * 4/11 = 20/132
P(2 of the same flavor) = 38/132
P(2 different flavors) = 1 - 38/132 = 94/132 = 47/66
The answer is E.",4,train.json,"P(2 cherry) = 3/12 * 2/11 = 6/132
P(2 orange) = 4/12 * 3/11 = 12/132
P(2 lemon) = 5/12 * 4/11 = 20/132
P(2 of the same flavor) = 38/132
P(2 different flavors) = 1 - 38/132 = 94/132 = 47/66
The answer is E.","As a treat for her two children, a mother runs to the freezer in which she has three cherry ice pops, four orange ice pops, and five lemon ice pops. She chooses two at random to bring outside to the children, but realizes as she runs out the door that she cannot bring them different flavors without one being jealous of the other and getting even more upset. What is the probability that she has to return to the freezer to make sure that they each receive the same flavor?","['7/22', '17/33', '27/44', '37/55', '47/66']",,,"As a treat for her two children, a mother runs to the freezer in which she has three cherry ice pops, four orange ice pops, and five lemon ice pops. She chooses two at random to bring outside to the children, but realizes as she runs out the door that she cannot bring them different flavors without one being jealous of the other and getting even more upset. What is the probability that she has to return to the freezer to make sure that they each receive the same flavor?","['7/22', '17/33', '27/44', '37/55', '47/66']",,"As a treat for her two children, a mother runs to the freezer in which she has three cherry <r012> pops, four orange <r012> pops, and five lemon <r012> pops. She chooses two at random to <r001> outside to the children, but realizes as she runs out the <r006> that she cannot <r001> them different flavors without one being jealous of the other and <r010> even more upset. What is the probability that she has to <r026> to the freezer to make <r029> that they each receive the same flavor?","['7/22', '17/33', '27/44', '37/55', '47/66']",,"As a treat for her two <r003>, a mother <r027> to the <r009> in which she <r011> three cherry <r012> pops, four <r018> <r012> pops, and five <r014> <r012> pops. She chooses two at random to <r001> outside to the <r003>, but <r024> as she <r027> out the door that she cannot <r001> them <r005> flavors without one being <r013> of the other and getting even more upset. What is the probability that she <r011> to <r026> to the <r009> to make sure that they each receive the same flavor?","['7/22', '17/33', '27/44', '37/55', '47/66']",,"As a <r030> for her two <r003>, a <r017> <r027> to the <r009> in which she has three cherry <r012> pops, four <r018> <r012> pops, and five <r014> <r012> pops. She <r004> two at <r023> to bring outside to the <r003>, but realizes as she <r027> out the <r006> that she cannot bring them different flavors without one being <r013> of the <r019> and <r010> <r007> <r016> <r031>. What is the probability that she has to return to the <r009> to make sure that they each <r025> the <r028> flavor?","['7/22', '17/33', '27/44', '37/55', '47/66']",,"As a treat for her two <r003>, a <r017> <r027> to the <r009> in which she <r011> three cherry <r012> <r021>, four <r018> <r012> <r021>, and five <r014> <r012> <r021>. She chooses two at random to <r001> <r020> to the <r003>, but <r024> as she <r027> out the <r006> that she cannot <r001> them <r005> <r008> without one being <r013> of the <r019> and <r010> <r007> <r016> upset. What is the <r022> that she <r011> to return to the <r009> to <r015> <r029> that they each <r025> the <r028> <r008>?","['7/22', '17/33', '27/44', '37/55', '47/66']"
36175,"A couple decides to have 4 children. If they succeed in having 4 children and each child is equally likely to be a boy or a girl, What is the probability that they will have exactly 3 girls and 1 boy?","['4', '3', '2', '1', '1/2']","Sample space = 2^4 = 16.
Favourable events = {bbgg}, {bgbg}, {bggb}, {ggbb}, {gbgb}, {gbbg}.{bggg},{gbbb)
Probability = 8/16 = 1/2.
Ans (E).",4,train.json,"Sample space = 2^4 = 16.
Favourable events = {bbgg}, {bgbg}, {bggb}, {ggbb}, {gbgb}, {gbbg}.{bggg},{gbbb)
Probability = 8/16 = 1/2.
Ans (E).","A couple decides to have 4 children. If they succeed in having 4 children and each child is equally likely to be a boy or a girl, What is the probability that they will have exactly 3 girls and 1 boy?","['4', '3', '2', '1', '1/2']",,,"A couple decides to have 4 children. If they succeed in having 4 children and each child is equally likely to be a boy or a girl, What is the probability that they will have exactly 3 girls and 1 boy?","['4', '3', '2', '1', '1/2']",,"A couple decides to <r008> 4 children. If they <r011> in <r008> 4 children and each child is equally likely to be a boy or a girl, What is the probability that they will <r008> exactly 3 girls and 1 boy?","['4', '3', '2', '1', '1/2']",,"A couple <r004> to have 4 children. If they succeed in having 4 children and each child is equally likely to be a boy or a <r007>, What is the <r010> that they will have <r006> 3 <r007>s and 1 boy?","['4', '3', '2', '1', '1/2']",,"A couple <r004> to <r008> 4 children. If they <r011> in <r008> 4 children and each child is equally <r009> to be a <r001> or a <r007>, What is the probability that they will <r008> <r006> 3 <r007>s and 1 <r001>?","['4', '3', '2', '1', '1/2']",,"A <r003> <r004> to <r008> 4 <r002>. If they <r011> in <r008> 4 <r002> and each <r002> is equally <r009> to be a <r001> or a <r007>, What is the <r010> that they will <r008> exactly 3 <r007>s and 1 <r001>?","['4', '3', '2', '1', '1/2']"
57382,"A car driver travels from the plains to the hill station, which are 200 km apart at an average speed of 40km/hr. in return trip, he covers the same distance at an average speed of 20km/hr. the average speed of the car over the entire distance of 400 km is","['8.95km/hr', '26.7km/hr', '27.8km/hr', '37.9km/hr', '8.45km/hr']","average speed = (2*40*20)/40+20 km/hr
=(1600/60)km/hr =26.7 km/hr
Answer (B)",1,train.json,"average speed = (2*40*20)/40+20 km/hr
=(1600/60)km/hr =26.7 km/hr
Answer (B)","A car driver travels from the plains to the hill station, which are 200 km apart at an average speed of 40km/hr. in return trip, he covers the same distance at an average speed of 20km/hr. the average speed of the car over the entire distance of 400 km is","['8.95km/hr', '26.7km/hr', '27.8km/hr', '37.9km/hr', '8.45km/hr']",,,"A car driver travels from the plains to the hill station, which are 200 km apart at an average speed of 40km/hr. in return trip, he covers the same distance at an average speed of 20km/hr. the average speed of the car over the entire distance of 400 km is","['8.95km/hr', '26.7km/hr', '27.8km/hr', '37.9km/hr', '8.45km/hr']",,"A car driver travels from the <r011> to the hill station, which are 200 km <r001> at an average speed of 40km/<r009>. in return trip, he covers the same distance at an average speed of 20km/<r009>. the average speed of the car over the entire distance of 400 km is","['8.95km/hr', '26.7km/hr', '27.8km/hr', '37.9km/hr', '8.45km/hr']",,"A <r003> <r006> travels from the plains to the hill <r015>, which are 200 km apart at an average speed of 40km/hr. in <r012> <r017>, he <r004> the same <r005> at an average speed of 20km/hr. the average speed of the <r003> over the entire <r005> of 400 km is","['8.95km/hr', '26.7km/hr', '27.8km/hr', '37.9km/hr', '8.45km/hr']",,"A car <r006> <r016> from the <r011> to the hill <r015>, which are 200 <r010> apart at an average <r014> of 40<r010>/hr. in <r012> trip, he <r004> the <r013> distance at an average <r014> of 20<r010>/hr. the average <r014> of the car over the <r007> distance of 400 <r010> is","['8.95km/hr', '26.7km/hr', '27.8km/hr', '37.9km/hr', '8.45km/hr']",,"A <r003> driver <r016> from the plains to the <r008> <r015>, which are 200 <r010> <r001> at an <r002> <r014> of 40<r010>/hr. in <r012> <r017>, he <r004> the <r013> <r005> at an <r002> <r014> of 20<r010>/hr. the <r002> <r014> of the <r003> over the <r007> <r005> of 400 <r010> is","['8.95km/hr', '26.7km/hr', '27.8km/hr', '37.9km/hr', '8.45km/hr']"
46018,A man can row upstream at 12kmph and downstream at 14kmph. Find man's rate in still water ?,"['5km/hr', '15km/hr', '13km/hr', '20km/hr', '7.5km/hr']","Rate in still water = 1/2 (12+14) = 13km/hr
Answer is C",2,train.json,"Rate in still water = 1/2 (12+14) = 13km/hr
Answer is C",A man can row upstream at 12kmph and downstream at 14kmph. Find man's rate in still water ?,"['5km/hr', '15km/hr', '13km/hr', '20km/hr', '7.5km/hr']",,,A man can row upstream at 12kmph and downstream at 14kmph. Find man's rate in still water ?,"['5km/hr', '15km/hr', '13km/hr', '20km/hr', '7.5km/hr']",,A man can row upstream at 12kmph and <r001> at 14kmph. Find man's <r004> in still water ?,"['5km/hr', '15km/hr', '13km/hr', '20km/hr', '7.5km/hr']",,A <r003> can row upstream at 12kmph and <r001> at 14kmph. Find <r003>'s rate in <r006> water ?,"['5km/hr', '15km/hr', '13km/hr', '20km/hr', '7.5km/hr']",,A <r003> can <r005> upstream at 12kmph and <r001> at 14kmph. Find <r003>'s <r004> in still <r008> ?,"['5km/hr', '15km/hr', '13km/hr', '20km/hr', '7.5km/hr']",,A <r003> can <r005> <r007> at 12kmph and <r001> at 14kmph. <r002> <r003>'s <r004> in still water ?,"['5km/hr', '15km/hr', '13km/hr', '20km/hr', '7.5km/hr']"
4696,"Each of the three people individually can complete a certain job in 3, 4, and 6 hours, respectively. What is the lowest fraction of the job that can be done in 1 hour by 2 of the people working together at their respective rates?","['1/3', '9/20', '8/15', '5/12', '2/3']","The two slowest people work at rates of 1/4 and 1/6 of the job per hour.
The sum of these rates is 1/4 + 1/6 = 5/12 of the job per hour.
The answer is D.",3,train.json,"The two slowest people work at rates of 1/4 and 1/6 of the job per hour.
The sum of these rates is 1/4 + 1/6 = 5/12 of the job per hour.
The answer is D.","Each of the three people individually can complete a certain job in 3, 4, and 6 hours, respectively. What is the lowest fraction of the job that can be done in 1 hour by 2 of the people working together at their respective rates?","['1/3', '9/20', '8/15', '5/12', '2/3']",,,"Each of the three people individually can complete a certain job in 3, 4, and 6 hours, respectively. What is the lowest fraction of the job that can be done in 1 hour by 2 of the people working together at their respective rates?","['1/3', '9/20', '8/15', '5/12', '2/3']",,"Each of the three people individually can <r004> a certain job in 3, 4, and 6 hours, respectively. What is the lowest fraction of the job that can be done in 1 hour by 2 of the people <r015> <r014> at their respective rates?","['1/3', '9/20', '8/15', '5/12', '2/3']",,"Each of the three <r010> individually can <r004> a <r003> job in 3, 4, and 6 hours, <r013>. What is the <r009> fraction of the job that can be done in 1 hour by 2 of the <r010> working together at their respective <r011>?","['1/3', '9/20', '8/15', '5/12', '2/3']",,"Each of the three people <r007> can <r004> a certain <r008> in 3, 4, and <r002>, <r012>ly. What is the <r009> fraction of the <r008> that can be done in <r001> by 2 of the people working <r014> at their <r012> <r011>?","['1/3', '9/20', '8/15', '5/12', '2/3']",,"Each of the three <r010> <r007> can <r004> a <r003> job in 3, 4, and <r002>, <r013>. What is the <r009> fraction of the job that can be <r005> in <r001> by 2 of the <r010> <r015> <r014> at their <r012> rates?","['1/3', '9/20', '8/15', '5/12', '2/3']"
37772,What is the measure of the angle Q made by the diagonals of the any adjacent sides of a cube.,"['30', '45', '60', '75', '90']","C.. 60 degrees
All the diagonals are equal. If we take 3 touching sides and connect their diagonals, we form an equilateral Triangle. Therefore, each angle would be Q=60.C",2,train.json,"C.. 60 degrees
All the diagonals are equal. If we take 3 touching sides and connect their diagonals, we form an equilateral Triangle. Therefore, each angle would be Q=60.C",What is the measure of the angle Q made by the diagonals of the any adjacent sides of a cube.,"['30', '45', '60', '75', '90']",,,What is the measure of the angle Q made by the diagonals of the any adjacent sides of a cube.,"['30', '45', '60', '75', '90']",,What is the measure of the angle Q made by the <r004> of the any adjacent sides of a cube.,"['30', '45', '60', '75', '90']",,What is the <r006> of the angle Q made by the diagonals of the any <r001> sides of a <r003>.,"['30', '45', '60', '75', '90']",,What is the measure of the <r002> Q <r005> by the diagonals of the any adjacent <r007> of a <r003>.,"['30', '45', '60', '75', '90']",,What is the <r006> of the <r002> Q <r005> by the <r004> of the any <r001> <r007> of a cube.,"['30', '45', '60', '75', '90']"
