lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_5_masked,p_10_masked,p_15_masked,p_20_masked,p_25_masked,p_30_masked,p_35_masked,p_40_masked,p_45_masked,p_50_masked,p_55_masked,p_60_masked,p_65_masked,p_70_masked,p_75_masked,p_80_masked,p_85_masked,p_90_masked,p_95_masked,p_100_masked
development,development,NOUN,Technical Term,Progress and advancement,95,r032,False,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True
child,child,NOUN,Individual Name,A young human,95,r024,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,True,True,True
recognize,Recognizing,VERB,technical term,to identify or acknowledge something,95,r062,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,False,True,True
importance,importance,NOUN,higher-level concept,"The quality of being significant, valuable, or meaningful.",95,r042,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True
international,international,ADJ,higher-level concept,Relating to multiple countries or the world as a whole.,95,r047,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True
co-operation,co-operation,NOUN,Technical Term,Working together,95,r025,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True
improve,improving,VERB,higher-level concept,To make or become better.,95,r043,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,True,True
live,living,VERB,higher-level concept,"To exist, have life, or reside.",95,r050,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True
condition,conditions,NOUN,Technical Term,A state of being,95,r027,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True
child,children,NOUN,Individual Name,A young human,95,r024,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,True,True,True
country,country,NOUN,Organization Name,A nation with a defined territory,95,r029,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
particular,particular,ADJ,technical term,"Relating to a specific instance, case, or situation, distinguished from others.",95,r055,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True
develop,developing,VERB,Technical Term,Process of growth and improvement,95,r031,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,True,True,True,True,True
country,countries,NOUN,Organization Name,A nation with a defined territory,95,r029,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
agree,agreed,VERB,,To have the same opinion,95,r015,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
follow,follows,VERB,Technical Term,To pursue or adhere to,95,r039,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,True,True
bear,Bearing,VERB,technical term,to endure or withstand,96,r021,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,True
mind,mind,NOUN,Technical Term,"Thought, Cognition, Consciousness",96,r056,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True
need,need,NOUN,,"Requirement, Necessity",96,r057,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True
extend,extend,VERB,technical term,To lengthen or increase in size or duration,96,r038,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
particular,particular,ADJ,Technical Term,"Specific, Distinct",96,r060,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True
care,care,NOUN,organization name,providing attention and support to someone's well-being,96,r023,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,True,True,True,True,True
child,child,NOUN,individual name,a young person below the age of adulthood,96,r024,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True
state,stated,VERB,none,To express something formally,96,r075,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,True
the Geneva Declaration of the Rights of the Child of 1924,the Geneva Declaration of the Rights of the Child of 1924,DET,LAW,Landmark human rights document for children,96,r085,False,False,False,True,False,False,False,True,True,False,True,False,True,True,True,True,True,False,True,True,True
the Declaration of the Rights of the child,the Declaration of the Rights of the Child,DET,WORK_OF_ART,Human rights document,96,r081,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
adopt,adopted,VERB,legal term,To formally take another person's child as your own,96,r012,False,True,False,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True
the General Assembly,the General Assembly,DET,ORG,International organization focused on global issues,96,r084,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True
20 November 1959,20 November 1959,NUM,DATE,Specific point in time,96,r001,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True
recognize,recognized,VERB,none,"Identify, acknowledge",96,r067,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True
the Universal Declaration of Human Rights,the Universal Declaration of Human Rights,DET,LAW,Foundational human rights document,96,r090,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,False,True,True,True,True
the International Covenant on civil and Political Rights,the International Covenant on Civil and Political Rights,DET,EVENT,International agreement guaranteeing civil and political rights,96,r087,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True
particular,particular,ADJ,Technical Term,"Specific, Distinct",96,r060,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True
article,articles,NOUN,legal term,"Section of a document, particularly a law or treaty",96,r017,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True
23,23,NUM,CARDINAL,Quantifiable amount,96,r002,False,True,False,False,True,False,False,True,False,True,False,True,True,True,False,True,True,False,True,False,True
"the International Covenant on Economic, Social and Cultural Rights","the International Covenant on Economic, Social and Cultural Rights",DET,EVENT,"International agreement outlining economic, social, and cultural rights",96,r086,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True
particular,particular,ADJ,Technical Term,"Specific, Distinct",96,r060,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True
article 10,article 10,NOUN,LAW,"Specific clause within the international covenant on economic, social and cultural rights",96,r018,False,False,False,True,True,False,True,False,False,False,True,True,True,True,False,True,False,True,True,True,True
statute,statutes,NOUN,technical term,A written law,96,r076,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,False,True
relevant,relevant,ADJ,higher-level concept,"Applicable, important",96,r069,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True
instrument,instruments,NOUN,technical term,a tool or device used for a particular purpose,96,r049,False,False,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True
specialized,specialized,ADJ,technical term,Designed for a particular purpose or function,96,r074,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True
agency,agencies,NOUN,organization name,Government department or non-profit organization,96,r014,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True
international,international,ADJ,higher-level concept,relating to multiple countries,96,r050,False,False,False,False,False,False,True,True,True,False,True,True,False,True,False,False,True,True,True,True,True
organization,organizations,NOUN,Organization Name,Group of individuals working together,96,r058,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,True,False,True
concern,concerned,VERB,technical term,to feel worry or anxiety about something,96,r026,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True
welfare,welfare,NOUN,social concern,"The health, happiness, and well-being of individuals",96,r093,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True
child,children,NOUN,individual name,a young person below the age of adulthood,96,r024,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True
bear,Bearing,VERB,technical term,to endure or withstand,96,r021,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,True
mind,mind,NOUN,Technical Term,"Thought, Cognition, Consciousness",96,r056,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True
indicate,indicated,VERB,higher-level concept,to point out or suggest something,96,r048,False,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True
the Declaration of the Rights of the child,the Declaration of the Rights of the Child,DET,WORK_OF_ART,Human rights document,96,r081,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
child,child,NOUN,individual name,a young person below the age of adulthood,96,r024,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True
reason,reason,NOUN,higher-level concept,"Cause, justification",96,r065,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True
physical,physical,ADJ,technical term,Relating to the body,96,r062,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True
mental,mental,ADJ,Technical Term,"Psychology, Cognitive functions",96,r055,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True
immaturity,immaturity,NOUN,technical term,"lack of maturity, especially in children",96,r042,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,True,True
need,needs,VERB,,"Requirement, Necessity",96,r057,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True
special,special,ADJ,none,"Unusual, requiring specific attention",96,r073,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True
safeguard,safeguards,NOUN,technical term,Protection for vulnerable individuals,96,r071,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True
care,care,NOUN,organization name,providing attention and support to someone's well-being,96,r023,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,True,True,True,True,True
include,including,VERB,higher-level concept,to contain or embrace within something,96,r046,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True
appropriate,appropriate,ADJ,legal term,Suitable or fitting for a particular situation,96,r016,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True
legal,legal,ADJ,Technical Term,"Law, Justice system",96,r052,False,False,False,False,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True
protection,protection,NOUN,technical term,Safeguarding from harm,96,r063,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True
as,as,ADV,grammar,Introducing a comparison or stating a circumstance,96,r019,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True
well,well,ADV,,In a good way or to a great extent,96,r094,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True,True
birth,birth,NOUN,technical term,the process of being born,96,r022,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True
recall,Recalling,VERB,none,Remember,96,r066,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
provision,provisions,NOUN,technical term,Supply or arrangement of something necessary,96,r064,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True
the Declaration on Social and Legal Principles,the Declaration on Social and Legal Principles,DET,WORK_OF_ART,Legal and social framework for child protection,96,r082,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,True,True,True
relate,relating,VERB,none,"Connect, have a relationship",96,r068,False,False,False,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,True
the Protection and Welfare of Children,the Protection and Welfare of Children,DET,ORG,Organization dedicated to child protection,96,r088,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True
Special,Special,PROPN,QUALITY,"Distinctive, unique, or exceptional",96,r010,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,True,True,True
Reference,Reference,PROPN,ACTION,To cite or allude to something,96,r009,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True
Foster Placement,Foster Placement,PROPN,ORG,Temporary care system for children,96,r005,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True
Adoption,Adoption,PROPN,ORGANIZATION,Legal process of acquiring parental rights,96,r004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True
Nationally,Nationally,PROPN,ORGANIZATION,"On a national scale, across countries",96,r008,False,False,False,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True
internationally,Internationally,ADV,Technical Term,International relations & cooperation,96,r051,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True
the United Nations Standard Minimum Rules,the United Nations Standard Minimum Rules,DET,ORG,International guidelines for juvenile justice systems,96,r089,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,True,True,True,True
Administration,Administration,PROPN,ORGANIZATION,Governmental body or department,96,r003,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True
Juvenile,Juvenile,PROPN,CONCEPT,Refers to minors or adolescents,96,r007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True
Justice,Justice,PROPN,CONCEPT,Fairness and legal order,96,r006,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True
the Beijing Rules,The Beijing Rules,DET,ORG,A set of international guidelines for juvenile justice,96,r080,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True
country,countries,NOUN,organization name,a nation with a defined territory and government,96,r029,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True
world,world,NOUN,general concept,The global community or everything that exists,96,r096,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,True
be,are,VERB,grammar,"To exist, occur, or have a certain state",96,r020,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,True,True,True,True
child,children,NOUN,individual name,a young person below the age of adulthood,96,r024,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True
live,living,VERB,,To exist or reside,96,r053,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True
exceptionally,exceptionally,ADV,general concept,To an unusual degree,96,r037,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True
difficult,difficult,ADJ,general concept,Presenting challenges or requiring effort,96,r034,False,False,False,True,True,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True
condition,conditions,NOUN,technical term,a state of being or situation,96,r027,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True
such,such,ADJ,none,Of that kind,96,r077,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True
child,children,NOUN,individual name,a young person below the age of adulthood,96,r024,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True
need,need,VERB,,"Requirement, Necessity",96,r057,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True
special,special,ADJ,none,"Unusual, requiring specific attention",96,r073,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True
consideration,consideration,NOUN,technical term,the act of thinking carefully about something,96,r028,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True
take,Taking,VERB,none,To grasp or seize something,96,r078,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,True,True
due,due,ADJ,,Properly owed or belonging,96,r035,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True
account,account,NOUN,organization name,Financial record keeping,96,r011,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,True,True
importance,importance,NOUN,higher-level concept,great significance or value,96,r044,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,True,True,True
tradition,traditions,NOUN,cultural value,Passed down beliefs or customs,96,r091,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True
cultural,cultural,ADJ,technical term,"relating to the customs, arts, social institutions, and achievements of a particular nation, people, or group.",96,r030,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True
value,values,NOUN,abstract concept,Something considered important or desirable,96,r092,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True
people,people,NOUN,individual name,Human beings,96,r061,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True
protection,protection,NOUN,technical term,Safeguarding from harm,96,r063,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True
harmonious,harmonious,ADJ,higher-level concept,peaceful and pleasant,96,r041,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True
development,development,NOUN,technical term,"The process of growing, changing, and progressing",96,r033,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True
child,child,NOUN,individual name,a young person below the age of adulthood,96,r024,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True
recognize,Recognizing,VERB,none,"Identify, acknowledge",96,r067,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True
importance,importance,NOUN,higher-level concept,great significance or value,96,r044,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,True,True,True
international,international,ADJ,higher-level concept,relating to multiple countries,96,r050,False,False,False,False,False,False,True,True,True,False,True,True,False,True,False,False,True,True,True,True,True
co-operation,co-operation,NOUN,technical term,the act of working together towards a common goal,96,r025,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
improve,improving,VERB,higher-level concept,to make better,96,r045,False,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True
live,living,VERB,,To exist or reside,96,r053,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True
condition,conditions,NOUN,technical term,a state of being or situation,96,r027,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True
child,children,NOUN,individual name,a young person below the age of adulthood,96,r024,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True
country,country,NOUN,organization name,a nation with a defined territory and government,96,r029,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True
particular,particular,ADJ,Technical Term,"Specific, Distinct",96,r060,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True
develop,developing,VERB,technical term,To progress or evolve over time,96,r032,False,True,False,True,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True
country,countries,NOUN,organization name,a nation with a defined territory and government,96,r029,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True
agree,agreed,VERB,social interaction,To come to a consensus on something,96,r015,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,True,True,True,True,True
follow,follows,VERB,,To come after or go behind something,96,r039,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,True,True,True,True
bear,Bearing,VERB,organization name,"Carry, Sustain, Endure",97,r022,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True
mind,mind,NOUN,technical term,"The faculty of thinking, feeling, and reasoning",97,r057,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True
need,need,NOUN,none,To require or have a necessity for something,97,r058,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,True
extend,extend,VERB,technical term,"To stretch out or increase in length, size, duration or scope.",97,r039,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True
particular,particular,ADJ,none,Specific or individual,97,r060,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
care,care,NOUN,individual name,"Attention, Concern",97,r024,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True
child,child,NOUN,organization name,Young Human Being,97,r025,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True
state,stated,VERB,,To declare or express officially,97,r076,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True
the Geneva Declaration of the Rights of the Child of 1924,the Geneva Declaration of the Rights of the Child of 1924,DET,LAW,Human Rights Document,97,r087,False,False,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,True
the Declaration of the Rights of the child,the Declaration of the Rights of the Child,DET,WORK_OF_ART,Child's Rights Document,97,r083,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True
adopt,adopted,VERB,technical term,to formally take on or use something new,97,r013,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True
the General Assembly,the General Assembly,DET,ORG,International Organization,97,r086,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True
20 November 1959,20 November 1959,NUM,DATE,Specific Time,97,r001,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True,True,True,True
recognize,recognized,VERB,,To identify something,97,r068,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True
the Universal Declaration of Human Rights,the Universal Declaration of Human Rights,DET,LAW,Defines fundamental human rights globally.,97,r092,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,True
the International Covenant on civil and Political Rights,the International Covenant on Civil and Political Rights,DET,EVENT,International Agreement,97,r089,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
particular,particular,ADJ,none,Specific or individual,97,r060,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
article,articles,NOUN,legal term,"a division of a publication, especially in a newspaper or magazine",97,r018,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
23,23,NUM,CARDINAL,Quantity,97,r002,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True
"the International Covenant on Economic, Social and Cultural Rights","the International Covenant on Economic, Social and Cultural Rights",DET,EVENT,International Agreement,97,r088,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True
particular,particular,ADJ,none,Specific or individual,97,r060,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
statute,statutes,NOUN,technical term,Formal law enacted by a legislative body,97,r077,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True
relevant,relevant,ADJ,,Connected to the matter at hand,97,r070,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,True
instrument,instruments,NOUN,None of the above,"A tool or means used to achieve a specific purpose, often in the context of addressing childrelated issues",97,r047,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True
specialized,specialized,ADJ,technical term,Adapted for a specific purpose or task,97,r075,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True
agency,agencies,NOUN,organization name,official body responsible for managing specific tasks,97,r015,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True
international,international,ADJ,None of the above,Relating to multiple countries or global cooperation in protecting children's rights,97,r048,False,True,False,False,True,False,False,False,True,True,False,True,False,True,True,True,True,True,False,True,True
organization,organizations,NOUN,organization name,A group of people working together for a common purpose,97,r059,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True,True
concern,concerned,VERB,individual name,Feel Worry or Care about,97,r027,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True
welfare,welfare,NOUN,social good,Well-being and social support of individuals within a community or society.,97,r095,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True
child,children,NOUN,organization name,Young Human Being,97,r025,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True
bear,Bearing,VERB,organization name,"Carry, Sustain, Endure",97,r022,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True
mind,mind,NOUN,technical term,"The faculty of thinking, feeling, and reasoning",97,r057,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True
indicate,indicated,VERB,None of the above,"To point towards or suggest, highlighting the importance of observing and understanding the situations faced by children",97,r046,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,True
the Declaration of the Rights of the child,the Declaration of the Rights of the Child,DET,WORK_OF_ART,Child's Rights Document,97,r083,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True
child,child,NOUN,organization name,Young Human Being,97,r025,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True
reason,reason,NOUN,,A cause or explanation for something,97,r066,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True
physical,physical,ADJ,technical term,Relating to the body,97,r062,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True
mental,mental,ADJ,technical term,"Relating to the mind, thoughts, and emotions",97,r055,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True
immaturity,immaturity,NOUN,None of the above,"Lack of maturity or experience, indicating a need for protection and care ",97,r042,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True
need,needs,VERB,none,To require or have a necessity for something,97,r058,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,True
special,special,ADJ,technical term,"Distinct or particular, requiring unique attention",97,r074,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,True
safeguard,safeguards,NOUN,technical term,Measure protecting something from harm,97,r072,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True
care,care,NOUN,individual name,"Attention, Concern",97,r024,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True
include,including,VERB,None of the above,"To encompass or integrate, referring to the need to consider children's rights and needs within various policies and frameworks",97,r045,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True
appropriate,appropriate,ADJ,technical term,suitable or fitting for a particular purpose or situation,97,r017,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,True
legal,legal,ADJ,technical term,Related to laws and the legal system,97,r052,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True
protection,protection,NOUN,technical term,Safety and Security,97,r063,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True
as,as,ADV,technical term,"used to introduce a comparison, explanation, or consequence",97,r020,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True
well,well,ADV,adverb,In a good way; favorably.,97,r096,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,True,True,True
birth,birth,NOUN,technical term,Act of Being Born,97,r023,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,True,True,True,True,True
recall,Recalling,VERB,,To remember something,97,r067,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,True,True,True
provision,provisions,NOUN,technical term,Something supplied to meet a need,97,r065,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True
the Declaration on Social and Legal Principles,the Declaration on Social and Legal Principles,DET,WORK_OF_ART,Social Policy,97,r084,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True
relate,relating,VERB,,To connect or make a link,97,r069,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,True
the Protection and Welfare of Children,the Protection and Welfare of Children,DET,ORG,Child Advocacy Group,97,r090,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,True,True
Special,Special,PROPN,QUALITY,Unique,97,r010,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True
