lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_5_masked,p_10_masked,p_15_masked,p_20_masked,p_25_masked,p_30_masked,p_35_masked,p_40_masked,p_45_masked,p_50_masked,p_55_masked,p_60_masked,p_65_masked,p_70_masked,p_75_masked,p_80_masked,p_85_masked,p_90_masked,p_95_masked,p_100_masked
duration,duration,NOUN,technical term,Time period,95704,r011,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,True,True,True,True,True
break,break,NOUN,ACTION,Interruption,95704,r009,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True
5 minute,5 minutes,NUM,TIME,Duration,95704,r006,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,False,True
lecture,lecture,NOUN,technical term,Educational talk or class,95704,r017,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True
give,given,VERB,,,95704,r014,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True
student,students,NOUN,individual name,A person attending college,95704,r021,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True
find,Find,VERB,,,95704,r013,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True
duration,duration,NOUN,technical term,Time period,95704,r011,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,True,True,True,True,True
lecture,lecture,NOUN,technical term,Educational talk or class,95704,r017,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True
statue,statue,NOUN,Technical Term,Art Sculpture,94652,r011,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True
carve,carved,VERB,Technical Term,Material Transformation,94652,r002,False,False,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True
sculptor,sculptor,NOUN,Individual Name,Artisan Role,94652,r010,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True
original,original,ADJ,Technical Term,Starting Point,94652,r007,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,False,True,True,True,True
piece,piece,NOUN,Organizational Unit,Subdivision,94652,r008,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,True
marble,marble,NOUN,Material,Physical Substance,94652,r006,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,False,False,True
weigh,weighed,VERB,,,94652,r012,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True
cut,cut,VERB,Technical Term,Material Removal,94652,r004,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True
away,away,ADV,Technical Term,Quantitative Change,94652,r001,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True
remainder,remainder,NOUN,Technical Term,Quantifiable Change,94652,r009,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True
cut,cut,VERB,Technical Term,Material Removal,94652,r004,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True
away,away,ADV,Technical Term,Quantitative Change,94652,r001,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True
statue,statue,NOUN,Technical Term,Art Sculpture,94652,r011,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True
complete,completed,VERB,Technical Term,Terminal State,94652,r003,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True
remainder,remainder,NOUN,Technical Term,Quantifiable Change,94652,r009,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True
cut,cut,VERB,Technical Term,Material Removal,94652,r004,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True
away,away,ADV,Technical Term,Quantitative Change,94652,r001,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True
weight,weight,NOUN,Technical Term, heaviness,94652,r013,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True
final,final,ADJ,Technical Term,End Point,94652,r005,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True
statue,statue,NOUN,Technical Term,Art Sculpture,94652,r011,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True
positive,positive,ADJ,,,93830,r006,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True
integer,integer,NOUN,technical term,whole number,93830,r004,False,False,False,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
great,greater,ADJ,,,93830,r003,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True
positive,positive,ADJ,,,93830,r006,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True
integer,integer,NOUN,technical term,whole number,93830,r004,False,False,False,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
difference,difference,NOUN,technical term,result of subtraction,93830,r002,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True
cube,cubes,NOUN,technical term,mathematical operation,93830,r001,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,True,True,False,True,True
sum,sum,NOUN,technical term,result of addition,93830,r007,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True
solution,solution,NOUN,technical term,mixture of substances,48338,r012,False,False,True,False,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True
sugar,sugar,NOUN,technical term,sweet crystalline substance used as a food ingredient,48338,r013,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,True,True,True
water,water,NOUN,technical term,transparent odorless liquid essential for life,48338,r016,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True
sugar,sugar,NOUN,technical term,sweet crystalline substance used as a food ingredient,48338,r013,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,True,True,True
much,much,ADJ,,,48338,r008,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True
water,water,NOUN,technical term,transparent odorless liquid essential for life,48338,r016,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True
milliliter,milliliters,NOUN,Technical Term,Unit of Volume,48338,r006,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True
add,added,VERB,,,48338,r002,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
make,make,VERB,,Create,48338,r005,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True
solution,solution,NOUN,technical term,mixture of substances,48338,r012,False,False,True,False,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True
sugar,sugar,NOUN,technical term,sweet crystalline substance used as a food ingredient,48338,r013,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,True,True,True
coin,coin,NOUN,technical term,Currency,86193,r001,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True
flip,flipped,VERB,technical term,Act of tossing a coin to determine an outcome,86193,r002,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True
probability,probability,NOUN,technical term,Quantifying chance or likelihood of an event,86193,r005,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True
coin,coin,NOUN,technical term,Currency,86193,r001,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True
land,land,VERB,technical term,The result of the coin toss (Heads or Tails),86193,r003,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,True,True
tail,tails,NOUN,technical term,One possible outcome of a coin toss,86193,r006,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,True,True,False,True,True,True
coin,coin,NOUN,technical term,Currency,86193,r001,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True
flip,flipped,VERB,technical term,Act of tossing a coin to determine an outcome,86193,r002,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True
time,times,NOUN,technical term,A unit for measuring events or duration,86193,r007,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True
probability,probability,NOUN,technical term,Quantifying chance or likelihood of an event,86193,r005,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True
land,land,VERB,technical term,The result of the coin toss (Heads or Tails),86193,r003,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,True,True
tail,tails,NOUN,technical term,One possible outcome of a coin toss,86193,r006,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,True,True,False,True,True,True
flip,flips,NOUN,technical term,Act of tossing a coin to determine an outcome,86193,r002,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True
last,last,ADJ,technical term,Referring to the final or most recent item in a sequence,86193,r004,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True
flip,flips,NOUN,technical term,Act of tossing a coin to determine an outcome,86193,r002,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True
rectangular,rectangular,ADJ,geometric term,having four sides and four right angles,78536,r016,False,False,False,False,True,False,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True
floor,floor,NOUN,,The bottom surface of a room or building,78536,r007,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,True,True,True
measure,measures,VERB,technical term,to determine the size or extent of something,78536,r012,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True
cover,covered,VERB,,To place over something so as to shield or protect it,78536,r006,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True
carpet,carpet,NOUN,,A floor covering made of fabric or other material that is used to add warmth and comfort to a room,78536,r004,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,True,False,True,True,True
square,squares,VERB,geometric term,a shape with four equal sides and four right angles,78536,r019,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,True
measure,measure,NOUN,technical term,to determine the size or extent of something,78536,r012,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True
carpet,carpet,NOUN,,A floor covering made of fabric or other material that is used to add warmth and comfort to a room,78536,r004,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,True,False,True,True,True
square,squares,NOUN,geometric term,a shape with four equal sides and four right angles,78536,r019,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,True
cost,cost,VERB,,The amount of money that something is worth or the price that is paid for it,78536,r005,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True
24,24,NUM,MONEY,Price or cost of something,78536,r001,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True
apiece,apiece,ADV,,Each individually,78536,r003,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,True
total,total,ADJ,Other,Summation,78536,r021,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True
cost,cost,NOUN,,The amount of money that something is worth or the price that is paid for it,78536,r005,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True
number,number,NOUN,mathematical term,a quantity,78536,r015,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True
carpet,carpet,NOUN,,A floor covering made of fabric or other material that is used to add warmth and comfort to a room,78536,r004,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,True,False,True,True,True
square,squares,NOUN,geometric term,a shape with four equal sides and four right angles,78536,r019,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,True
need,needed,VERB,,,78536,r014,False,False,False,False,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True
cover,cover,VERB,,To place over something so as to shield or protect it,78536,r006,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True
floor,floor,NOUN,,The bottom surface of a room or building,78536,r007,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,True,True,True
people,people,NOUN,none,humans,66930,r009,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True
there,there,ADV,,,66930,r014,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True
shake,shaking,VERB,technical term,An act of greeting with raised hands,66930,r012,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True
hand,hands,NOUN,technical term,action of greeting,66930,r002,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
together,together,ADV,,,66930,r015,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True
many,many,ADJ,none,a large number,66930,r006,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True
hand,hand,NOUN,technical term,action of greeting,66930,r002,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
shake,shakes,VERB,technical term,An act of greeting with raised hands,66930,r012,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True
possible,possible,ADJ,none,capable of happening,66930,r010,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
pair,pair,NOUN,technical term,two items together,66930,r008,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True
cyclic,cyclic,ADJ,technical term,repeating pattern,66930,r001,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True
sequence,sequence,NOUN,technical term,Series of events or actions,66930,r011,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,True,True,True
bag,bag,NOUN,TECHNICAL TERM,Container,5418,r003,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,False,True,True,True
fill,filled,VERB,,,5418,r006,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True
penny,pennies,NOUN,technical term,Currency,5418,r016,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True
nickel,nickels,NOUN,technical term,Currency,5418,r013,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True
ratio,ratio,NOUN,technical term,relationship between quantities,5418,r017,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True
be,are,VERB,,,5418,r004,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True
nickle,nickles,NOUN,technical term,Currency,5418,r014,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True
bag,bag,NOUN,TECHNICAL TERM,Container,5418,r003,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,False,True,True,True
many,many,ADJ,,,5418,r011,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True
coin,coins,NOUN,TECHNICAL TERM,Currency,5418,r005,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True
there,there,ADV,,,5418,r018,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,False,True,True
bag,bag,NOUN,TECHNICAL TERM,Container,5418,r003,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,False,True,True,True
person,persons,NOUN,Individual Name,Human Being,16576,r012,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
start,start,VERB,,Beginning,16576,r019,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
run,running,VERB,,Movement,16576,r015,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True
simultaneously,simultaneously,ADV,,Time,16576,r017,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,True,True,True,True,True
circular,circular,ADJ,technical term,Shaped like a circle,16576,r004,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True
track,track,NOUN,technical term,circuit for running or moving,16576,r022,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True
length,length,NOUN,general concept,The extent of something's size or length,16576,r007,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True
m,m,NOUN,technical term,Meter,16576,r008,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,True,True,True
same,same,ADJ,,Equality,16576,r016,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,True
point,point,NOUN,,Location,16576,r013,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,True,True
speed,speeds,NOUN,Technical Term,Velocity,16576,r018,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True
hr,hr,NOUN,technical term,Hour,16576,r006,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,True,True,True,True
/,/,NOUN,technical term,Division operator,16576,r001,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True
hr,hr,NOUN,technical term,Hour,16576,r006,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,True,True,True,True
meet,meet,VERB,General Action,To come together at or to the same place,16576,r009,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True
time,time,NOUN,technical term,duration,16576,r021,False,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,True,True,True,True,True
track,track,NOUN,technical term,circuit for running or moving,16576,r022,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True
move,moving,VERB,General Action,To change position or location,16576,r010,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,True,True
opposite,opposite,ADJ,,Direction,16576,r011,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,True,True,False,True,True
direction,directions,NOUN,general concept,The path or course that something travels,16576,r005,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
evaluate,Evaluate,VERB,,To determine the value or significance of something,73670,r004,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True
combination,combination,NOUN,Technical Term,Selection of items from a set in a particular order.,73670,r003,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
length,length,NOUN,,Dimension,59278,r008,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True
bridge,bridge,NOUN,,Structure,59278,r005,False,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,True
train,train,NOUN,Technical Term,A vehicle used for transportation on rails,59278,r017,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True
long,long,ADJ,,Duration,59278,r010,False,False,False,True,False,True,False,False,True,True,True,True,True,False,True,False,True,False,True,True,True
travel,travelling,VERB,General,The act of going from one place to another,59278,r018,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True
hr,hr,NOUN,TIME,Unit of time (hour),59278,r007,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,True,True,True
cross,cross,VERB,,Movement over,59278,r006,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True
people,people,NOUN,  ,human beings,61759,r010,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True
take,took,VERB,,"To perform an action, especially in the form of a test",61759,r019,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,True
test,tests,NOUN,Technical Term,An assessment intended to measure knowledge or skill,61759,r020,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True
range,ranges,NOUN,Technical Term,A set of values within which something falls,61759,r014,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True
score,scores,NOUN,Technical Term,A numerical value obtained in a test or assessment,61759,r015,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
practice,practice,NOUN,Technical Term,A repeated activity aimed at improving a skill,61759,r013,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
test,tests,NOUN,Technical Term,An assessment intended to measure knowledge or skill,61759,r020,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True
minimum,minimum,ADJ,  ,least amount,61759,r009,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True
possible,possible,ADJ,Technical Term,Able to occur or be achieved,61759,r012,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,True
range,range,NOUN,Technical Term,A set of values within which something falls,61759,r014,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True
score,scores,NOUN,Technical Term,A numerical value obtained in a test or assessment,61759,r015,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
test-takers,test-takers,NOUN,Individual Name,A person who takes a test.,61759,r021,False,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True
Ron,Ron,PROPN,PERSON,Individual Name,37815,r007,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True
have,has,VERB,,,37815,r011,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,True
cycle,cycle,NOUN,TECHNICAL TERM,Repetitive Sequence of Events or Stages,37815,r010,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True
worth,worth,ADJ,,Value,37815,r016,False,False,False,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
1800,1800,NUM,MONEY,Financial Value,37815,r002,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True
want,wants,VERB,,Desire,37815,r015,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,True,True
sell,sell,VERB,,To exchange goods or services for money,37815,r014,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True
profit,profit,NOUN,,Financial gain,37815,r013,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True
220,220,NUM,MONEY,Financial Value,37815,r004,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True
cycle,cycles,NOUN,TECHNICAL TERM,Repetitive Sequence of Events or Stages,37815,r010,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True
sell,selling,VERB,,To exchange goods or services for money,37815,r014,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True
price,price,NOUN,,,37815,r012,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
population,population,NOUN,technical term,Number of inhabitants within a given area,581,r009,False,False,True,False,False,False,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True
certain,certain,ADJ,general concept,Defining a characteristic or quality,581,r003,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,True,True
country,country,NOUN,organization name,Sovereign nation,581,r004,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True
increase,increases,VERB,general concept,Growth or expansion,581,r006,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
rate,rate,NOUN,technical term,Speed or measure of change,581,r010,False,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True
person,person,NOUN,individual name,Human being,581,r008,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
every 40 second,every 40 seconds,DET,TIME,Frequency,581,r005,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True
many,many,ADJ,,Large number,581,r007,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,True
person,persons,NOUN,individual name,Human being,581,r008,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
population,population,NOUN,technical term,Number of inhabitants within a given area,581,r009,False,False,True,False,False,False,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True
increase,increase,NOUN,general concept,Growth or expansion,581,r006,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
1 hour,1 hour,NUM,TIME,Duration,581,r001,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True
resident,residents,NOUN,Individual Name,Person living in a particular place,50449,r012,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True
ratio,ratio,NOUN,technical term,comparison of quantities,50449,r010,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True
number,number,NOUN,technical term,quantity,50449,r008,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True
man,men,NOUN,individual name,adult male,50449,r007,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True
woman,women,NOUN,Individual Name,Female human being,50449,r015,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,True
woman,women,NOUN,Individual Name,Female human being,50449,r015,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,True
ratio,ratio,NOUN,technical term,comparison of quantities,50449,r010,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
uneducated,uneducated,ADJ,Technical Term,Lacking formal education,50449,r014,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
ratio,ratio,NOUN,technical term,comparison of quantities,50449,r010,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True
number,number,NOUN,technical term,quantity,50449,r008,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
uneducated,uneducated,ADJ,Technical Term,Lacking formal education,50449,r014,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
person,persons,NOUN,organization name,human being,50449,r009,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True
then,then,ADV,Discourse,Following events or actions,50449,r013,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True
find,find,VERB,technical term,determine value or solution,50449,r006,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True
ratio,ratio,NOUN,technical term,comparison of quantities,50449,r010,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True
number,number,NOUN,technical term,quantity,50449,r008,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
uneducated,uneducated,ADJ,Technical Term,Lacking formal education,50449,r014,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
man,men,NOUN,individual name,adult male,50449,r007,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True
